,title,ISBN,weight
32,撒哈拉的故事,978-7-5302-1478-7,"[('撒哈拉', 0.341764297576493), ('三毛', 0.30633775439942595), ('回忆', 0.182643776281198), ('撒哈拉的故事', 0.15830460326032098), ('婚姻生活', 0.15830460326032098), ('乡愁', 0.15110211639175022), ('散文', 0.14814885904411554), ('大地', 0.12577539992136721), ('情人', 0.12577539992136721), ('交给', 0.12359695934339514), ('沙地', 0.11230395890014208), ('沙漠地', 0.11230395890014208), ('脸孔', 0.11230395890014208), ('热度', 0.11230395890014208), ('异域', 0.11230395890014208), ('不减', 0.11230395890014208), ('搁笔', 0.11230395890014208), ('结婚', 0.11209198254792001), ('忘怀', 0.1055364021735473), ('提笔', 0.1055364021735473)]"
33,半小时漫画唐诗,978-7-5594-3618-4,"[('漫画', 0.3499043181971177), ('边塞', 0.31746097817250246), ('陈磊', 0.26562656884935937), ('二混子', 0.26562656884935937), ('读懂', 0.22239440282967302), ('半小时系列', 0.15873048908625123), ('大官', 0.15873048908625123), ('画中有诗', 0.15873048908625123), ('诗中有画', 0.15873048908625123), ('憋屈', 0.15873048908625123), ('公式化', 0.15873048908625123), ('空山', 0.15873048908625123), ('语响', 0.15873048908625123), ('名句', 0.14916521997506604), ('赏析', 0.14916521997506604), ('背到', 0.14916521997506604), ('立志', 0.14916521997506604), ('带薪休假', 0.14916521997506604), ('诗词', 0.14916521997506604), ('抒情', 0.14237855353586487)]"
34,恶意,978-7-5442-8514-8,"[('恶意', 0.7188677225542566), ('东野圭吾', 0.26517000914029376), ('凶手', 0.13104835415396726), ('反转', 0.1296535156085646), ('揭示', 0.11397890502431159), ('加贺', 0.11113158480734107), ('未能', 0.09927944059184601), ('案子', 0.09916666934328236), ('动机', 0.0958690782933113), ('纯文学', 0.0956087921550629), ('极尽', 0.0956087921550629), ('推理小说', 0.08970633873132687), ('无法解释', 0.08854521285684258), ('出版家', 0.08854521285684258), ('深刻', 0.0871374028480255), ('真相大白', 0.08320938358825984), ('目的', 0.08218658771826264), ('实施', 0.07648703372405033), ('曲折', 0.07547803171586928), ('精巧', 0.0720591350656286)]"
35,悲剧人偶,978-7-5302-1819-8,"[('人偶', 0.76327597083367), ('悲剧', 0.33581134108252586), ('东野圭吾', 0.140449407154083), ('转折点', 0.11569034582891796), ('定位', 0.09366159202959856), ('架子', 0.08240642052260726), ('阳台', 0.08015005900898417), ('楼梯', 0.07226056438208016), ('接连', 0.07000420286845704), ('低估', 0.06941420749735078), ('构造', 0.06941420749735078), ('票选', 0.06941420749735078), ('走入', 0.06941420749735078), ('故事', 0.06924185921759014), ('气息', 0.06804965362147286), ('嗅到', 0.06625602442689532), ('蛛网', 0.06625602442689532), ('精妙', 0.06625602442689532), ('旁观者', 0.06625602442689532), ('解谜', 0.06380634732315446)]"
36,能闻出孩子味儿的乌龟,978-7-5332-5330-1,"[('地包', 0.5802644740610672), ('味儿', 0.2975623639724164), ('猫哥', 0.18566564528087998), ('温暖', 0.16549536747471064), ('犹如', 0.16167804380218262), ('能闻', 0.15805721299844427), ('口香糖', 0.15805721299844427), ('童年', 0.14510623067358414), ('秘密', 0.1215061192707556), ('糖蒜', 0.11854290974883319), ('新闻联播', 0.11854290974883319), ('孩子', 0.11787526498113), ('笑猫日记', 0.11072554397098537), ('贵妇', 0.10239961306960009), ('连通', 0.09018768055854424), ('哈哈大笑', 0.08850849680647767), ('点亮', 0.08556532216071949), ('永远', 0.08270086476199905), ('童心', 0.08083902190109131), ('流泪', 0.07983199956611105)]"
37,云边有个小卖部 = Moments we shared,978-7-5404-8764-5,"[('外婆', 0.48599320575878635), ('小卖部', 0.2756221634123494), ('故乡', 0.261214391637883), ('边镇', 0.1837481089415663), ('张嘉佳', 0.17267525128948405), ('故事', 0.11626639866785518), ('石榴树', 0.09187405447078315), ('自幼', 0.09187405447078315), ('桔梗', 0.09187405447078315), ('飞得', 0.09187405447078315), ('碰壁', 0.09187405447078315), ('底色', 0.09187405447078315), ('祖祖辈辈', 0.09187405447078315), ('稻海', 0.09187405447078315), ('拼凑', 0.09187405447078315), ('写给', 0.09065006256418712), ('离开', 0.09041331809372243), ('相遇', 0.08691579430364865), ('桃树', 0.08633762564474202), ('离别', 0.08633762564474202)]"
38,三体 . Ⅲ :死神永生 = Three body . Ⅲ :Dead end,978-7-229-03093-3,"[('宇宙', 0.33437634041070496), ('战场', 0.31074497951313945), ('三体', 0.31074497951313945), ('战争', 0.2427898033114316), ('死神', 0.22029538918618885), ('真相', 0.14390866713779035), ('学步', 0.13873098964299344), ('残歌', 0.13873098964299344), ('游吟', 0.13873098964299344), ('披风', 0.13873098964299344), ('物竞天择', 0.13873098964299344), ('人类', 0.12800511189311656), ('最底层', 0.12443934211804393), ('黑暗森林', 0.11983845925753524), ('蹒跚', 0.11983845925753524), ('生存竞争', 0.11983845925753524), ('插曲', 0.11607926424242415), ('篝火', 0.11607926424242415), ('悟出', 0.11607926424242415), ('硬科幻', 0.11607926424242415)]"
39,围城,978-7-02-009000-6,"[('围城', 0.6566843641258041), ('钱钟书', 0.3018159547574972), ('调料', 0.17469861659173377), ('千般', 0.17469861659173377), ('世井', 0.17469861659173377), ('聪明人', 0.17469861659173377), ('并入', 0.17469861659173377), ('钱锺书', 0.16417109103145103), ('必得', 0.16417109103145103), ('主义', 0.15670169277643936), ('添加', 0.1509079773787486), ('表述', 0.1461741672161566), ('中国现当代文学', 0.1421717877522657), ('百态', 0.1421717877522657), ('讽刺', 0.13870476896114492), ('人生', 0.13466570264437877), ('婚姻', 0.12609900871655338), ('滋味', 0.12609900871655338), ('显示', 0.11913378305519894), ('一幅', 0.11491412974815975)]"
40,如何阅读一本书 = How to read a book,978-7-100-10618-4,"[('骨架', 0.5041828795476105), ('阅读', 0.4501339406395016), ('肌肉', 0.31243646777884626), ('盛装', 0.1341284434013574), ('初探', 0.1341284434013574), ('冤枉路', 0.1341284434013574), ('撕去', 0.1341284434013574), ('阅读思考', 0.1341284434013574), ('不论什么', 0.1341284434013574), ('阅读方法', 0.12604571988690264), ('表皮', 0.12604571988690264), ('增订', 0.12604571988690264), ('叹服', 0.12604571988690264), ('自我提高', 0.12604571988690264), ('更深', 0.12031093628852503), ('褪色', 0.1158626925475983), ('透视', 0.1158626925475983), ('改写', 0.11222821277407023), ('包裹', 0.11222821277407023), ('大幅', 0.10915530391041385)]"
41,哈利·波特与“混血王子” : 纪念版,978-7-02-010333-1,"[('混血王子', 0.32897274224351075), ('法学', 0.2690897494959001), ('战争', 0.21394955974710397), ('浏览', 0.16448637112175538), ('显形', 0.16448637112175538), ('预言家', 0.16448637112175538), ('受了伤', 0.15840483362083008), ('读出', 0.15840483362083008), ('幻影', 0.15840483362083008), ('露面', 0.15840483362083008), ('找到', 0.15806369696030848), ('争斗', 0.1534358556766357), ('拼图', 0.1534358556766357), ('丢掉', 0.1534358556766357), ('地魔', 0.1534358556766357), ('奇幻小说', 0.14923464468648465), ('弱点', 0.1455953901930697), ('眉毛', 0.1455953901930697), ('恶魔', 0.14238534023151606), ('页面', 0.14238534023151606)]"
42,揭秘地球,978-7-5417-3761-9,"[('看里面系列', 0.30488111841611115), ('英国', 0.2650887504079389), ('地球', 0.22859088451371115), ('孩子', 0.22414472352700046), ('阅读培养', 0.20036824697505984), ('童书', 0.19432317791102302), ('成因', 0.18829384202182223), ('管道', 0.17972691537115018), ('科普知识', 0.17972691537115018), ('星级', 0.17972691537115018), ('超大', 0.1730818908119652), ('恐龙', 0.16765251041791254), ('最深', 0.16765251041791254), ('旺盛', 0.16765251041791254), ('乐乐趣科普翻翻书', 0.16306203470291053), ('全景', 0.1555781054646749), ('页面', 0.1555781054646749), ('动手', 0.15244055920805558), ('科学知识', 0.15244055920805558), ('引进', 0.14701117881400289)]"
43,将军胡同,978-7-5016-1000-6,"[('姥爷', 0.46014902626822135), ('鸽子', 0.278321646426415), ('姥姥', 0.21461765829818677), ('将军胡同', 0.21374848417075237), ('鲜活', 0.1749160883242915), ('秀儿', 0.1709987873366019), ('二舅', 0.1709987873366019), ('将军', 0.16596733621855245), ('四爷', 0.160694217445986), ('女孩', 0.13303556561757543), ('地道', 0.13277386897484195), ('皮影', 0.12824909050245142), ('味儿', 0.10730882914909338), ('感受', 0.1008030917915451), ('玩意儿', 0.09958040173113147), ('回来', 0.09423711607011326), ('京韵', 0.08549939366830095), ('耍猴', 0.08549939366830095), ('酸梅汤', 0.08549939366830095), ('蛐蛐', 0.08549939366830095)]"
44,好心眼儿巨人,978-7-5332-5955-6,"[('巨人', 0.4972679353159073), ('好心眼儿巨人', 0.41280644245356146), ('窗子', 0.24685357973828284), ('小号', 0.22629266597912043), ('古切', 0.20640322122678073), ('手提箱', 0.1720026843556506), ('卧室', 0.1365642903172029), ('女儿', 0.1301760329986116), ('停下来', 0.12415306095137128), ('房子', 0.09957612496277933), ('睡着', 0.09932244876109701), ('睡前故事', 0.09698257113390875), ('图书', 0.09066971542584475), ('儿童图书', 0.08914750799825652), ('文学奖', 0.08013201344289281), ('孩子', 0.07696527710919795), ('指南', 0.07229695030724058), ('孩子们', 0.07218698515297715), ('德国', 0.07130705597878742), ('吹气', 0.06880107374226024)]"
45,夏洛的网 = Charlotte's web,978-7-5327-6737-3,"[('怀特', 0.33634168593635466), ('命运', 0.33202906214641337), ('蜘蛛', 0.2665266874114961), ('织出', 0.16817084296817733), ('火腿', 0.16817084296817733), ('夏洛的网', 0.16817084296817733), ('逆转', 0.16195307987267962), ('猪栏', 0.16195307987267962), ('熏肉', 0.16195307987267962), ('悲痛', 0.1568727975133169), ('集市', 0.1568727975133169), ('大赛', 0.1568727975133169), ('渺小', 0.1568727975133169), ('小猪', 0.14263894359739376), ('却说', 0.14263894359739376), ('奖项', 0.137558661238031), ('哲理', 0.137558661238031), ('文笔', 0.13134089814253333), ('真挚', 0.12954257041760553), ('生死', 0.12785330118267282)]"
46,小白的选择,978-7-5332-6609-7,"[('樱花', 0.600403505302526), ('杨红樱', 0.3332815074622391), ('少儿', 0.20032705658021177), ('小白的选择', 0.17614706058899285), ('马小跳', 0.16042544002417106), ('球球老老鼠', 0.15215917076675106), ('孩子们', 0.1478526372435706), ('儿童文学', 0.14324620333531174), ('地包', 0.12172733661340085), ('形象', 0.108424275481224), ('小白', 0.1056882363533957), ('花瓣', 0.09931935014617531), ('笑猫日记', 0.09871857782433921), ('向上', 0.09490013089307099), ('童年', 0.09240789827723161), ('民族', 0.08802011424283966), ('出版', 0.08785733608715696), ('品牌', 0.08719869622504846), ('全球', 0.06833309590735544), ('作品', 0.06733874639437465)]"
47,亨利·休格的神奇故事,978-7-5332-7884-7,"[('休格', 0.330491483098223), ('故事', 0.2065363902767311), ('作家', 0.19370942896181897), ('世纪', 0.18068716014878902), ('神奇', 0.15905979072495924), ('儿童文学', 0.14931226603175857), ('评论家', 0.14333056606491973), ('了不起的狐狸爸爸', 0.1380336500918295), ('瑜伽', 0.1380336500918295), ('女巫', 0.1380336500918295), ('读者', 0.12766520220838792), ('罗琳', 0.11817270192014945), ('笔记', 0.11175047778295859), ('骄傲', 0.1077703306603498), ('作品', 0.1052855215193349), ('万物', 0.10289902427557783), ('堪称', 0.09555371070994648), ('结局', 0.09356776309282887), ('童话', 0.08989986358182776), ('旅馆', 0.08553790265153167)]"
48,揭秘大脑,978-7-5417-4074-9,"[('大脑', 0.6521089964120509), ('最最', 0.32631297187776187), ('揭秘', 0.26084359856482037), ('脑科学', 0.20048430727450658), ('饼饼', 0.20048430727450658), ('中文桥梁书', 0.18840290840344182), ('乐乐趣科普翻翻书', 0.16315648593888094), ('实验', 0.16315648593888094), ('育儿', 0.13852444391828866), ('机器', 0.13671804868741616), ('小朋友', 0.1334039256332182), ('世间', 0.13187557032837252), ('神奇', 0.12405806084319207), ('探索', 0.12080431551150995), ('控制', 0.118817152916096), ('科普', 0.11048653168325664), ('身体', 0.10641707297660666), ('思想', 0.10641707297660666), ('绘本', 0.10517537681784929), ('能力', 0.09816386513069003)]"
49,月亮和六便士 = The moon and sixpence,978-7-201-10015-9,"[('月亮', 0.40810848833126634), ('艺术家', 0.2184102620794073), ('世俗', 0.21434373147237754), ('象征', 0.20405424416563317), ('代表', 0.15926224177957587), ('内心', 0.1514832595916702), ('生极', 0.1435394935624903), ('豪奢', 0.1435394935624903), ('面额', 0.1435394935624903), ('哀荣', 0.1435394935624903), ('蝇头小利', 0.1435394935624903), ('偶然间', 0.1435394935624903), ('死备', 0.1435394935624903), ('奔赴', 0.1435394935624903), ('精神境界', 0.1435394935624903), ('土著人', 0.13488965009566653), ('清贫', 0.13488965009566653), ('硬币', 0.12875248848753246), ('经纪人', 0.12875248848753246), ('响应', 0.12875248848753246)]"
50,十宗罪 : 中国十大凶杀案,978-7-5404-4676-5,"[('色狼', 0.31467702851765733), ('罪案', 0.2560878648139387), ('十宗罪', 0.24984287448551282), ('警察', 0.20470801336047448), ('震撼', 0.1896125614720637), ('囚奴', 0.15733851425882867), ('皮草', 0.15733851425882867), ('强奸', 0.15733851425882867), ('肢体', 0.15733851425882867), ('恋物癖', 0.15733851425882867), ('异装癖', 0.15733851425882867), ('碎尸', 0.15733851425882867), ('案犯', 0.15733851425882867), ('非主流', 0.1478571270401327), ('流浪汉', 0.1478571270401327), ('精神病院', 0.1478571270401327), ('毁容', 0.1478571270401327), ('地窖', 0.1478571270401327), ('雪人', 0.14112997575079253), ('病患者', 0.14112997575079253)]"
51,青铜葵花,978-7-5016-0507-1,"[('葵花', 0.4325222547406742), ('女孩', 0.31262069197596226), ('苦难', 0.28802063591940474), ('青铜', 0.27001934617444195), ('遥望', 0.22656950667873038), ('男孩', 0.20482082315927125), ('美好', 0.19800806985536257), ('纯净', 0.18001289744962795), ('真性', 0.12054917564951492), ('清远', 0.12054917564951492), ('咏叹', 0.12054917564951492), ('湿润', 0.11328475333936519), ('人道主义', 0.11328475333936519), ('流畅', 0.11328475333936519), ('芦荡', 0.11328475333936519), ('相称', 0.11328475333936519), ('意境', 0.10813056368516855), ('充满生机', 0.10813056368516855), ('牵引', 0.10813056368516855), ('春水', 0.10413266359434109)]"
52,唐家小仙妹,978-7-5597-0253-1,"[('马小跳', 0.5639280542655214), ('淘气包马小跳', 0.23115604097238324), ('杨红樱', 0.19525871540650772), ('儿童文学', 0.16021712726356116), ('兄弟', 0.12667548721063657), ('妹妹', 0.12667548721063657), ('呆滞', 0.1163759061954469), ('儿童', 0.114758174511027), ('出事', 0.1069740872722191), ('枝蔓', 0.09832360301723862), ('动感', 0.09832360301723862), ('白描', 0.09832360301723862), ('总难', 0.09832360301723862), ('特殊性', 0.09832360301723862), ('如愿', 0.09615578934081136), ('戏剧性', 0.09615578934081136), ('委员', 0.09421661392793786), ('研究员', 0.09421661392793786), ('转机', 0.09421661392793786), ('孩子', 0.09235580954849451)]"
53,如果历史是一群喵 :春秋战国篇,978-7-5593-3026-0,"[('历史', 0.46800339802905006), ('肥志', 0.25996478253970523), ('漫画', 0.16585201109197786), ('爱豆', 0.16415357706230238), ('知识', 0.14524087476800832), ('四格', 0.1285512557225592), ('便当', 0.1285512557225592), ('正文', 0.12270247614059437), ('文献', 0.12270247614059437), ('附录', 0.11816581024532057), ('变幻', 0.11816581024532057), ('人气', 0.11743218093766844), ('跌宕', 0.11132509218918225), ('参考', 0.10621569248187548), ('再现', 0.1040736388339963), ('收录', 0.10165484104435903), ('篇章', 0.10036691289991063), ('拟人', 0.0981619809124755), ('全员', 0.0981619809124755), ('打破', 0.09651115428794581)]"
54,蓝色的兔耳朵草,978-7-5332-5591-6,"[('老鼠', 0.45555246420464185), ('马小跳', 0.28699227191972165), ('杨红樱', 0.278237050602051), ('耳朵', 0.25441383104399273), ('虎皮', 0.2055281105030342), ('少儿', 0.1672412304033505), ('老弟', 0.14360988986709292), ('蓝色', 0.14225030665468538), ('倾诉', 0.13190564033717056), ('治好', 0.1270287068087369), ('孩子们', 0.12343343626722822), ('儿童文学', 0.11958779660307002), ('思念', 0.11187956758825358), ('笑猫日记', 0.10301788922606671), ('童年', 0.09257507720042117), ('形象', 0.09051702524172615), ('桌布', 0.08823286773459231), ('向上', 0.07922651551385076), ('老毛病', 0.07914338420230232), ('滑板', 0.07914338420230232)]"
55,如果历史是一群喵 . 3 :秦楚两汉篇,978-7-5570-1747-7,"[('历史', 0.39780231503444363), ('肥志', 0.28793027601556487), ('漫画', 0.18369340210209484), ('动画', 0.1743113959412372), ('知识', 0.1407569100634587), ('猫咪', 0.13944911675298977), ('撸猫', 0.12499592906348606), ('演绎', 0.12228017932643014), ('编绘', 0.11746354063466205), ('科普', 0.11480837631380926), ('老师', 0.11435416529261634), ('附录', 0.10797385350583684), ('漫画家', 0.10797385350583684), ('惬意', 0.10797385350583684), ('二十四史', 0.10797385350583684), ('题材', 0.10129300033380395), ('收录', 0.08846378775315533), ('梗为', 0.08333061937565737), ('花絮', 0.08333061937565737), ('遑论', 0.08333061937565737)]"
56,十宗罪 . 2 :中国十大凶杀案,978-7-5404-4983-4,"[('十宗罪', 0.42077882806668576), ('变态', 0.4032028442454291), ('凶杀案', 0.32347235795819324), ('恐怖', 0.26448524027185555), ('步步', 0.1912688132698078), ('鬼胎', 0.13249270321580123), ('公厕', 0.13249270321580123), ('凶杀', 0.13249270321580123), ('有鬼', 0.12450855115514145), ('现场版', 0.12450855115514145), ('蔷薇', 0.12450855115514145), ('杀戮', 0.11884370511623633), ('女尸', 0.11884370511623633), ('化名', 0.11884370511623633), ('曝光', 0.11884370511623633), ('国产悬疑惊悚小说', 0.11884370511623633), ('大案', 0.11884370511623633), ('红衣', 0.11884370511623633), ('犯罪心理', 0.11884370511623633), ('涉案', 0.11884370511623633)]"
57,偷影子的人 = Le voleur d'ombres,978-7-5404-5595-8,"[('影子', 0.44988629140476477), ('温情', 0.2594907800471824), ('愈小', 0.24139955598632387), ('感人', 0.2149366178963316), ('浪漫', 0.15751402692323727), ('温柔', 0.15223973027043114), ('完美', 0.1303505563428886), ('马克李维', 0.12843969121393745), ('能力', 0.12577679218043886), ('爱情', 0.12169281599694276), ('信守', 0.12069977799316194), ('小清新', 0.12069977799316194), ('帮助者', 0.12069977799316194), ('共许', 0.12069977799316194), ('相互交织', 0.12069977799316194), ('得比', 0.12069977799316194), ('总冠军', 0.12069977799316194), ('首印', 0.12069977799316194), ('偷来', 0.11520822216894132), ('法国文学', 0.11520822216894132)]"
58,一头灵魂出窍的猪,978-7-5332-6255-6,"[('黑旋风', 0.6260359439186977), ('花花', 0.370984263062932), ('木头', 0.2603763828798265), ('杨红樱', 0.20472840472393433), ('房子', 0.18792455793245785), ('出窍', 0.16230561509003275), ('马小跳', 0.1508361045556728), ('少儿', 0.1318468379639615), ('孩子们', 0.09731038351972186), ('废墟', 0.09700333630548619), ('灵魂', 0.09468239808437103), ('儿童文学', 0.09427862258107542), ('碉堡', 0.092746065765733), ('童年', 0.08514658557975663), ('鹩哥', 0.08319164620410058), ('篱笆', 0.08319164620410058), ('笑猫日记', 0.08121551674440705), ('形象', 0.07136029513321845), ('温暖', 0.06474045671839408), ('犹如', 0.06324715039947754)]"
59,独闯天下,978-7-5332-5962-4,"[('独闯天下', 0.27951215074756847), ('职位', 0.22232917144821956), ('续集', 0.20171406711839854), ('叫捕', 0.1982906399634257), ('学学习', 0.1982906399634257), ('登在', 0.1982906399634257), ('蛇者', 0.1982906399634257), ('来捕', 0.1982906399634257), ('小子', 0.19679504294215697), ('自传', 0.18857488959759114), ('营救', 0.18634143383171234), ('眼镜蛇', 0.18634143383171234), ('狮子', 0.17786333715857564), ('调到', 0.17786333715857564), ('纪录', 0.17128721448292297), ('能带', 0.16137125369471883), ('妇女', 0.15396492489514887), ('奇妙', 0.15337579666232945), ('赢得', 0.14935311745074747), ('报纸', 0.14312794013471364)]"
60,哈利·波特与凤凰社 : 纪念版,978-7-02-010334-8,"[('面对', 0.30829715385578305), ('校领导', 0.19529138160988888), ('校方', 0.19529138160988888), ('日益增长', 0.19529138160988888), ('魔头', 0.19529138160988888), ('惊惧', 0.1864060833771064), ('新任', 0.1864060833771064), ('家养', 0.1864060833771064), ('难以承受', 0.1864060833771064), ('无能为力', 0.1795141106335449), ('正因如此', 0.1795141106335449), ('信赖', 0.1795141106335449), ('奇幻小说', 0.16912188791368138), ('时常', 0.1613598343854715), ('寂静', 0.158105687904945), ('恶毒', 0.15516195434183427), ('尖叫', 0.1500023510666406), ('考试', 0.1500023510666406), ('牺牲', 0.1500023510666406), ('走廊', 0.1477134651850814)]"
61,揭秘二十四节气,978-7-5417-5555-2,"[('节气', 0.4443530723016226), ('二十四节气', 0.29623538153441503), ('趣味', 0.17893149107101572), ('相关', 0.17893149107101572), ('审订', 0.16338180604580227), ('编排', 0.15825670618510282), ('翻翻书', 0.15246627183521272), ('知识', 0.15213417371027343), ('知识点', 0.13652216498130032), ('须臾', 0.1260926293769282), ('小朋友', 0.12585462658629482), ('乐趣', 0.11814014529066602), ('翻翻', 0.11768174397961063), ('轻松', 0.11197250402379595), ('阅读', 0.10579145389988635), ('中国民俗', 0.09456947203269615), ('感应', 0.09456947203269615), ('名录', 0.09456947203269615), ('七十二候', 0.09456947203269615), ('水彩', 0.09456947203269615)]"
